t,Man,MV,MVP,MVI,MVD,MVFF,SP,PV,DV
5.930000000000000000e+02,0.000000000000000000e+00,5.067627793197397068e+01,-1.792815532930166267e+00,5.240994279120175747e+01,5.915067370237642175e-02,0.000000000000000000e+00,4.800000000000000000e+01,4.842989026656269402e+01,5.000000000000000000e+01
5.940000000000000000e+02,0.000000000000000000e+00,5.067076741142528107e+01,-1.787948747207806388e+00,5.239907380185702834e+01,5.964235677605780883e-02,0.000000000000000000e+00,4.800000000000000000e+01,4.842871410962436585e+01,5.000000000000000000e+01
5.950000000000000000e+02,0.000000000000000000e+00,5.066530121433039824e+01,-1.783057014391387751e+00,5.238823454948990843e+01,6.012367923187708629e-02,0.000000000000000000e+00,4.800000000000000000e+01,4.842753210490425886e+01,5.000000000000000000e+01
5.960000000000000000e+02,0.000000000000000000e+00,5.065987898798626077e+01,-1.778140960172698515e+00,5.237742518195086205e+01,6.059476620809935155e-02,0.000000000000000000e+00,4.800000000000000000e+01,4.842634440096419723e+01,5.000000000000000000e+01
5.970000000000000000e+02,0.000000000000000000e+00,5.065450038246969910e+01,-1.773201202432505008e+00,5.236664584333425410e+01,6.105574156794637414e-02,0.000000000000000000e+00,4.800000000000000000e+01,4.842515114450725378e+01,5.000000000000000000e+01
5.980000000000000000e+02,0.000000000000000000e+00,5.064916505061633956e+01,-1.768238351320874813e+00,5.235589667402530978e+01,6.150672791190300859e-02,0.000000000000000000e+00,4.800000000000000000e+01,4.842395248039699140e+01,5.000000000000000000e+01
5.990000000000000000e+02,0.000000000000000000e+00,5.064387264799891142e+01,-1.763253009337203636e+00,5.234517781074666232e+01,6.194784658945781675e-02,0.000000000000000000e+00,4.800000000000000000e+01,4.842274855167642045e+01,5.000000000000000000e+01
6.000000000000000000e+02,0.000000000000000000e+00,5.063862283290644228e+01,-1.758245771409060243e+00,5.233448938660436056e+01,6.237921771114267322e-02,0.000000000000000000e+00,4.800000000000000000e+01,4.842153949958698433e+01,5.000000000000000000e+01
6.010000000000000000e+02,0.000000000000000000e+00,5.063341526632190437e+01,-1.753217224971149735e+00,5.232383153113341479e+01,6.280096015963938794e-02,0.000000000000000000e+00,4.800000000000000000e+01,4.842032546358709055e+01,5.000000000000000000e+01
6.020000000000000000e+02,0.000000000000000000e+00,5.062824961190238326e+01,-1.748167950042384344e+00,5.231320437034288062e+01,6.321319160188931807e-02,0.000000000000000000e+00,4.800000000000000000e+01,4.841910658137065582e+01,5.000000000000000000e+01
6.030000000000000000e+02,0.000000000000000000e+00,5.062312553595779008e+01,-1.743098519303015514e+00,5.230260802676048826e+01,6.361602850032042900e-02,0.000000000000000000e+00,4.800000000000000000e+01,4.841788298888545228e+01,5.000000000000000000e+01
