t,MV,PV_Exp,PV_FOPDTOPT,PV_SOPDTOPT,PV_FOPDTStrejc,PV_FOPDTBR,PV_FOPDTBR2
1.000000000000000000e+01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.812603826818024507e-03,1.846045321800981629e-03,0.000000000000000000e+00,0.000000000000000000e+00
1.100000000000000000e+01,1.000000000000000000e+00,2.400000000000090863e-03,0.000000000000000000e+00,2.481391492020846266e-03,2.348624903382996124e-03,0.000000000000000000e+00,0.000000000000000000e+00
1.200000000000000000e+01,1.000000000000000000e+00,8.000000000000895934e-04,0.000000000000000000e+00,3.235816513455686688e-03,2.905071112026604528e-03,0.000000000000000000e+00,0.000000000000000000e+00
1.300000000000000000e+01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.069705173222071953e-03,3.513551385215322054e-03,0.000000000000000000e+00,0.000000000000000000e+00
1.400000000000000000e+01,1.000000000000000000e+00,4.825000000000123461e-03,0.000000000000000000e+00,4.977273499244367141e-03,4.172277700063811018e-03,0.000000000000000000e+00,0.000000000000000000e+00
1.500000000000000000e+01,1.000000000000000000e+00,4.825000000000123461e-03,0.000000000000000000e+00,5.953102977896847746e-03,4.879505622110660856e-03,0.000000000000000000e+00,0.000000000000000000e+00
1.600000000000000000e+01,1.000000000000000000e+00,6.425000000000125056e-03,0.000000000000000000e+00,6.992117778042246899e-03,5.633533373070038000e-03,0.000000000000000000e+00,0.000000000000000000e+00
1.700000000000000000e+01,1.000000000000000000e+00,7.250000000000156493e-03,0.000000000000000000e+00,8.089563392441660034e-03,6.432700917180255752e-03,0.000000000000000000e+00,0.000000000000000000e+00
1.800000000000000000e+01,1.000000000000000000e+00,8.050000000000067518e-03,0.000000000000000000e+00,9.240986608345023307e-03,7.275389065794029241e-03,0.000000000000000000e+00,0.000000000000000000e+00
1.900000000000000000e+01,1.000000000000000000e+00,8.050000000000067518e-03,0.000000000000000000e+00,1.044221672455864988e-02,8.160018599861753805e-03,0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+01,1.000000000000000000e+00,8.050000000000067518e-03,0.000000000000000000e+00,1.168934793743213463e-02,9.085049409965618300e-03,1.647058823529411837e-03,0.000000000000000000e+00
2.100000000000000000e+01,1.000000000000000000e+00,8.050000000000067518e-03,0.000000000000000000e+00,1.297872282303261238e-02,1.004897965356873341e-02,3.284429065743944744e-03,0.000000000000000000e+00
2.200000000000000000e+01,1.000000000000000000e+00,9.650000000000068245e-03,2.129575654547511115e-03,1.430691684729977313e-02,1.105034492914965319e-02,4.912167718298392390e-03,0.000000000000000000e+00
2.300000000000000000e+01,1.000000000000000000e+00,1.127500000000001244e-02,4.244948799796801828e-03,1.567072384021886769e-02,1.208771746689883859e-02,6.530331437602519655e-03,0.000000000000000000e+00
2.400000000000000000e+01,1.000000000000000000e+00,1.047500000000010055e-02,6.346214154745028618e-03,1.706714237402872161e-02,1.315970533565957203e-02,8.138976546793092598e-03,0.000000000000000000e+00
2.500000000000000000e+01,1.000000000000000000e+00,1.610000000000013504e-02,8.433465806691931368e-03,1.849336298921396005e-02,1.426495166580177623e-02,9.738159037694309184e-03,0.000000000000000000e+00
2.600000000000000000e+01,1.000000000000000000e+00,1.610000000000013504e-02,1.050679721545273379e-02,1.994675621553056513e-02,1.540213388772296646e-02,1.132793457276669476e-02,0.000000000000000000e+00
2.700000000000000000e+01,1.000000000000000000e+00,1.610000000000013504e-02,1.256630121754294740e-02,2.142486133859608510e-02,1.656996298567624260e-02,1.290835848704453663e-02,0.000000000000000000e+00
2.800000000000000000e+01,1.000000000000000000e+00,1.772500000000008097e-02,1.461207003033526165e-02,2.292537586565377913e-02,1.776718276663084850e-02,1.447948579006192067e-02,0.000000000000000000e+00
2.900000000000000000e+01,1.000000000000000000e+00,2.012499999999999706e-02,1.664419525618872006e-02,2.444614564700643700e-02,1.899256914387625547e-02,1.604137116776744101e-02,0.000000000000000000e+00
3.000000000000000000e+01,1.000000000000000000e+00,2.415000000000002561e-02,1.866276788655034727e-02,2.598515561232241783e-02,2.024492943508618414e-02,1.759406898442763059e-02,0.000000000000000000e+00
3.100000000000000000e+01,1.000000000000000000e+00,2.415000000000002561e-02,2.066787830602943507e-02,2.754052108355498768e-02,2.152310167456418510e-02,1.913763328451923221e-02,0.000000000000000000e+00
3.200000000000000000e+01,1.000000000000000000e+00,2.415000000000002561e-02,2.265961629644464015e-02,2.911047962859639182e-02,2.282595393939765294e-02,2.067211779461029450e-02,0.000000000000000000e+00
3.300000000000000000e+01,1.000000000000000000e+00,2.415000000000002561e-02,2.463807104084410338e-02,3.069338342202062447e-02,2.415238368925220341e-02,2.219757592523023335e-02,0.000000000000000000e+00
3.400000000000000000e+01,1.000000000000000000e+00,2.415000000000002561e-02,2.660333112749875203e-02,3.228769208136220842e-02,2.550131711954337424e-02,2.371406077272887949e-02,0.000000000000000000e+00
3.500000000000000000e+01,1.000000000000000000e+00,3.060000000000008893e-02,2.855548455386897749e-02,3.389196594934160145e-02,2.687170852772748433e-02,2.522162512112459051e-02,2.654028436018957601e-03
3.600000000000000000e+01,1.000000000000000000e+00,3.222500000000003834e-02,3.049461873054484795e-02,3.550485979428884969e-02,2.826253969245837161e-02,2.672032144394150335e-02,5.282900204397924897e-03
3.700000000000000000e+01,1.000000000000000000e+00,3.222500000000003834e-02,3.242082048516004705e-02,3.712511690274371279e-02,2.967281926536134359e-02,2.821020190603596572e-02,7.886853756962873552e-03
3.800000000000000000e+01,1.000000000000000000e+00,3.222500000000003834e-02,3.433417606627971880e-02,3.875156353982948249e-02,3.110158217518052548e-02,2.969131836541222605e-02,1.046612528533289246e-02
3.900000000000000000e+01,1.000000000000000000e+00,3.302500000000012370e-02,3.623477114726236792e-02,4.038310375451614753e-02,3.254788904406007849e-02,3.116372237502744794e-02,1.302094874234395461e-02
4.000000000000000000e+01,1.000000000000000000e+00,3.382500000000003559e-02,3.812269083009601350e-02,4.201871450831236310e-02,3.401082561572452145e-02,3.262746518458611161e-02,1.555155586326960326e-02
4.100000000000000000e+01,1.000000000000000000e+00,4.027500000000009545e-02,3.999801964920877279e-02,4.365744110726106630e-02,3.548950219532756578e-02,3.408259774232384048e-02,1.805817618684050704e-02
4.200000000000000000e+01,1.000000000000000000e+00,4.027500000000009545e-02,4.186084157525398614e-02,4.529839291836568194e-02,3.698305310074330443e-02,3.552917069678075690e-02,2.054103707606476370e-02
4.300000000000000000e+01,1.000000000000000000e+00,4.270000000000014062e-02,4.371124001887016081e-02,4.694073935274823556e-02,3.849063612507784560e-02,3.696723439856439836e-02,2.300036373885087568e-02
4.400000000000000000e+01,1.000000000000000000e+00,4.752500000000008107e-02,4.554929783441578200e-02,4.858370609894182429e-02,4.001143201018354800e-02,3.839683890210225659e-02,2.543637924843522580e-02
4.500000000000000000e+01,1.000000000000000000e+00,4.832499999999999296e-02,4.737509732367926191e-02,5.022657159075276379e-02,4.154464393096216762e-02,3.981803396738400891e-02,2.784930456361593004e-02
4.600000000000000000e+01,1.000000000000000000e+00,4.832499999999999296e-02,4.918872023956410294e-02,5.186866369509599700e-02,4.308949699024725022e-02,4.123086906169351473e-02,3.023935854879492360e-02
4.700000000000000000e+01,1.000000000000000000e+00,4.832499999999999296e-02,5.099024778974953209e-02,5.350935660611564476e-02,4.464523772405998292e-02,4.263539336133061186e-02,3.260675799383003920e-02
4.800000000000000000e+01,1.000000000000000000e+00,5.235000000000002152e-02,5.277976064032667558e-02,5.514806793275429248e-02,4.621113361703663158e-02,4.403165575332278203e-02,3.495171763369894768e-02
4.900000000000000000e+01,1.000000000000000000e+00,5.637500000000006395e-02,5.455733891941050989e-02,5.678425596773321871e-02,4.778647262782945160e-02,4.541970483712676893e-02,3.727445016797668181e-02
5.000000000000000000e+01,1.000000000000000000e+00,5.637500000000006395e-02,5.632306222072772789e-02,5.841741712665485253e-02,4.937056272428669984e-02,4.679958892632014172e-02,3.957516628012856114e-02
5.100000000000000000e+01,1.000000000000000000e+00,5.637500000000006395e-02,5.807700960718063798e-02,6.004708354664108072e-02,5.096273142822101143e-02,4.817135605028296380e-02,4.185407465662023541e-02
5.200000000000000000e+01,1.000000000000000000e+00,5.637500000000006395e-02,5.981925961438736700e-02,6.167282083457976266e-02,5.256232536957904100e-02,4.953505395586953186e-02,4.411138200584658470e-02
5.300000000000000000e+01,1.000000000000000000e+00,6.122500000000012654e-02,6.154989025419837362e-02,6.329422595566946974e-02,5.416870984982873061e-02,5.089073010907029654e-02,4.634729307688121441e-02
5.400000000000000000e+01,1.000000000000000000e+00,6.445000000000007667e-02,6.326897901818956393e-02,6.491092525353184262e-02,5.578126841438406369e-02,5.223843169666399916e-02,4.856201067804821747e-02
5.500000000000000000e+01,1.000000000000000000e+00,6.445000000000007667e-02,6.497660288113207838e-02,6.652257259370403242e-02,5.739940243389053676e-02,5.357820562786009405e-02,5.075573569531790369e-02
5.600000000000000000e+01,1.000000000000000000e+00,6.445000000000007667e-02,6.667283830443897219e-02,6.812884762283333284e-02,5.902253069419795967e-02,5.491009853593150497e-02,5.292866711052815476e-02
5.700000000000000000e+01,1.000000000000000000e+00,6.445000000000007667e-02,6.835776123958886563e-02,6.972945413637360312e-02,6.065008899485035271e-02,5.623415677983779198e-02,5.508100201943309793e-02
5.800000000000000000e+01,1.000000000000000000e+00,6.445000000000007667e-02,7.003144713152682777e-02,7.132411854803134832e-02,6.228152975592609469e-02,5.755042644583874961e-02,5.721293564958064570e-02
5.900000000000000000e+01,1.000000000000000000e+00,6.525000000000016898e-02,7.169397092204246591e-02,7.291258845462919580e-02,6.391632163306443237e-02,5.885895334909851950e-02,5.932466137802063638e-02
6.000000000000000000e+01,1.000000000000000000e+00,6.525000000000016898e-02,7.334540705312563025e-02,7.449463129044883725e-02,6.555394914051776434e-02,6.015978303528029397e-02,6.141637074884508107e-02
6.100000000000000000e+01,1.000000000000000000e+00,6.605000000000008087e-02,7.498582947029962253e-02,7.607003306548446031e-02,6.719391228207190203e-02,6.145296078213158958e-02,6.348825349056218259e-02
6.200000000000000000e+01,1.000000000000000000e+00,7.170000000000005536e-02,7.661531162593222810e-02,7.763859718238487473e-02,6.883572618967975787e-02,6.273853160106022953e-02,6.554049753330566663e-02
6.300000000000000000e+01,1.000000000000000000e+00,7.250000000000014766e-02,7.823392648252465442e-02,7.920014332718687544e-02,7.047892076965657504e-02,6.401654023870105570e-02,6.757328902588095876e-02
6.400000000000000000e+01,1.000000000000000000e+00,7.250000000000014766e-02,7.984174651597854278e-02,8.075450642924741906e-02,7.212304035628801235e-02,6.528703117847341197e-02,6.958681235264985165e-02
6.500000000000000000e+01,1.000000000000000000e+00,8.055000000000003824e-02,8.143884371884116402e-02,8.230153568606773939e-02,7.376764337270477756e-02,6.655004864212946125e-02,7.158125015025505744e-02
6.600000000000000000e+01,1.000000000000000000e+00,8.055000000000003824e-02,8.302528960352902054e-02,8.384109364897077143e-02,7.541230199888065977e-02,6.780563659129341947e-02,7.355678332418628951e-02
6.700000000000000000e+01,1.000000000000000000e+00,8.055000000000003824e-02,8.460115520552990986e-02,8.537305536584437193e-02,7.705660184661343448e-02,6.905383872899170661e-02,7.551359106518926168e-02
6.800000000000000000e+01,1.000000000000000000e+00,8.297500000000006259e-02,8.616651108658363034e-02,8.689730757739841382e-02,7.870014164135057111e-02,7.029469850117411878e-02,7.745185086551921450e-02
6.900000000000000000e+01,1.000000000000000000e+00,8.700000000000009115e-02,8.772142733784152324e-02,8.841374796360501609e-02,8.034253291072449010e-02,7.152825909822604911e-02,7.937173853504035648e-02
7.000000000000000000e+01,1.000000000000000000e+00,8.700000000000009115e-02,8.926597358300487894e-02,8.992228443719837983e-02,8.198339967966485065e-02,7.275456345647178524e-02,8.127342821717266352e-02
7.100000000000000000e+01,1.000000000000000000e+00,8.860000000000009535e-02,9.080021898144244319e-02,9.142283448130497647e-02,8.362237817195727896e-02,7.397365425966902219e-02,8.315709240468760477e-02
7.200000000000000000e+01,1.000000000000000000e+00,8.860000000000009535e-02,9.232423223128714829e-02,9.291532452845714662e-02,8.525911651812119463e-02,7.518557394049450726e-02,8.502290195535407158e-02
7.300000000000000000e+01,1.000000000000000000e+00,8.860000000000009535e-02,9.383808157251216642e-02,9.439968937841414220e-02,8.689327446948109934e-02,7.639036468202101138e-02,8.687102610743602238e-02
7.400000000000000000e+01,1.000000000000000000e+00,9.102500000000013358e-02,9.534183478998646544e-02,9.587587165237475284e-02,8.852452311830871778e-02,7.758806841918559905e-02,8.870163249504325886e-02
7.500000000000000000e+01,1.000000000000000000e+00,9.667500000000009419e-02,9.683555921650993659e-02,9.734382128131630063e-02,9.015254462391517065e-02,7.877872684024922467e-02,9.051488716333667972e-02
7.600000000000000000e+01,1.000000000000000000e+00,9.667500000000009419e-02,9.831932173582838552e-02,9.880349502633534176e-02,9.177703194457499658e-02,7.996238138824776631e-02,9.231095458358939965e-02
7.700000000000000000e+01,1.000000000000000000e+00,9.667500000000009419e-02,9.979318878562831729e-02,1.002548560289979601e-01,9.339768857516601852e-02,8.113907326243455231e-02,9.408999766810513532e-02
7.800000000000000000e+01,1.000000000000000000e+00,9.907500000000001028e-02,1.012572263605117651e-01,1.016978733898313281e-01,9.501422829041122897e-02,8.230884341971435314e-02,9.585217778499512120e-02
7.900000000000000000e+01,1.000000000000000000e+00,9.747500000000001996e-02,1.027115000149513291e-01,1.031325217732043664e-01,9.662637489361097787e-02,8.347173257606897712e-02,9.759765477281506785e-02
8.000000000000000000e+01,1.000000000000000000e+00,1.023000000000001408e-01,1.041560748662254676e-01,1.045587810369547066e-01,9.823386197075600901e-02,8.462778120797445625e-02,9.932658695506325908e-02
8.100000000000000000e+01,1.000000000000000000e+00,1.047249999999999986e-01,1.055910155973342202e-01,1.059766358852209933e-01,9.983643264991401423e-02,8.577702955380990535e-02,1.010391311545413284e-01
8.200000000000000000e+01,1.000000000000000000e+00,1.047249999999999986e-01,1.070163864598954739e-01,1.073860755430355585e-01,1.014338393657841092e-01,8.691951761525809617e-02,1.027354427075788390e-01
8.300000000000000000e+01,1.000000000000000000e+00,1.047249999999999986e-01,1.084322512770219543e-01,1.087870934513228000e-01,1.030258436293161189e-01,8.805528515869776029e-02,1.044156754781231100e-01
8.400000000000000000e+01,1.000000000000000000e+00,1.047249999999999986e-01,1.098386734461789527e-01,1.101796869810321017e-01,1.046122158022931847e-01,8.918437171658778750e-02,1.060799818716954002e-01
8.500000000000000000e+01,1.000000000000000000e+00,1.063250000000000028e-01,1.112357159420230973e-01,1.115638571652141225e-01,1.061927348767782164e-01,9.030681658884316676e-02,1.077285128492148636e-01
8.600000000000000000e+01,1.000000000000000000e+00,1.127750000000000558e-01,1.126234413192220979e-01,1.129396084479226681e-01,1.077671882593267821e-01,9.142265884420291977e-02,1.093614179406914855e-01
8.700000000000000000e+01,1.000000000000000000e+00,1.127750000000000558e-01,1.140019117152557271e-01,1.143069484488943854e-01,1.093353715598706227e-01,9.253193732158997153e-02,1.109788452587891910e-01
8.800000000000000000e+01,1.000000000000000000e+00,1.127750000000000558e-01,1.153711888531981644e-01,1.156658877430235266e-01,1.108970883851781858e-01,9.363469063146298565e-02,1.125809415122603768e-01
8.900000000000000000e+01,1.000000000000000000e+00,1.144000000000000017e-01,1.167313340444816744e-01,1.170164396537101137e-01,1.124521501367998499e-01,9.473095715716027543e-02,1.141678520192531548e-01
9.000000000000000000e+01,1.000000000000000000e+00,1.192250000000001225e-01,1.180824081916419660e-01,1.183586200592174759e-01,1.140003758134078699e-01,9.582077505623581848e-02,1.157397207204924477e-01
9.100000000000000000e+01,1.000000000000000000e+00,1.208500000000000824e-01,1.194244717910451781e-01,1.196924472112285004e-01,1.155415918174424184e-01,9.690418226178737493e-02,1.172966901923361144e-01
9.200000000000000000e+01,1.000000000000000000e+00,1.208500000000000824e-01,1.207575849355966846e-01,1.210179415648407475e-01,1.170756317659767398e-01,9.798121648377687565e-02,1.188389016597073272e-01
9.300000000000000000e+01,1.000000000000000000e+00,1.208500000000000824e-01,1.220818073174318452e-01,1.223351256192875963e-01,1.186023363057165658e-01,9.905191521034290014e-02,1.203664950089044089e-01
9.400000000000000000e+01,1.000000000000000000e+00,1.264750000000001151e-01,1.233971982305888393e-01,1.236440237687172067e-01,1.201215529320500547e-01,1.001163157091055911e-01,1.218796088002891964e-01
9.500000000000000000e+01,1.000000000000000000e+00,1.264750000000001151e-01,1.247038165736636117e-01,1.249446621624022979e-01,1.216331358120664036e-01,1.011744550284637972e-01,1.233783802808551683e-01
9.600000000000000000e+01,1.000000000000000000e+00,1.281000000000000472e-01,1.260017208524471799e-01,1.262370685737932430e-01,1.231369456114628502e-01,1.022263699988846114e-01,1.248629453966764308e-01
9.700000000000000000e+01,1.000000000000000000e+00,1.289000000000001533e-01,1.272909691825452605e-01,1.275212722778630292e-01,1.246328493252612524e-01,1.032720972341853033e-01,1.263334388052387292e-01
9.800000000000000000e+01,1.000000000000000000e+00,1.289000000000001533e-01,1.285716192919805489e-01,1.287973039362274030e-01,1.261207201122570010e-01,1.043116731328077446e-01,1.277899938876534969e-01
9.900000000000000000e+01,1.000000000000000000e+00,1.289000000000001533e-01,1.298437285237775130e-01,1.300651954895553908e-01,1.276004371331244391e-01,1.053451338790853536e-01,1.292327427607562751e-01
1.000000000000000000e+02,1.000000000000000000e+00,1.329249999999999876e-01,1.311073538385300885e-01,1.313249800568155878e-01,1.290718853921046516e-01,1.063725154445025051e-01,1.306618162890903212e-01
1.010000000000000000e+02,1.000000000000000000e+00,1.369500000000000439e-01,1.323625518169521120e-01,1.325766918409320150e-01,1.305349555822025442e-01,1.073938535889466112e-01,1.320773440967766554e-01
1.020000000000000000e+02,1.000000000000000000e+00,1.369500000000000439e-01,1.336093786624108215e-01,1.338203660404499173e-01,1.319895439338219512e-01,1.084091838619528209e-01,1.334794545792716280e-01
1.030000000000000000e+02,1.000000000000000000e+00,1.369500000000000439e-01,1.348478902034434546e-01,1.350560387668362783e-01,1.334355520667684647e-01,1.094185416039413355e-01,1.348682749150131033e-01
1.040000000000000000e+02,1.000000000000000000e+00,1.417750000000001509e-01,1.360781418962570821e-01,1.362837469670640234e-01,1.348728868455515706e-01,1.104219619474475778e-01,1.362439310769560930e-01
1.050000000000000000e+02,1.000000000000000000e+00,1.450000000000001010e-01,1.373001888272116777e-01,1.375035283511497897e-01,1.363014602379185591e-01,1.114194798183449492e-01,1.376065478439991441e-01
1.060000000000000000e+02,1.000000000000000000e+00,1.450000000000001010e-01,1.385140857152867555e-01,1.387154213243365075e-01,1.377211891765539598e-01,1.124111299370605804e-01,1.389562488123024520e-01
1.070000000000000000e+02,1.000000000000000000e+00,1.458250000000001489e-01,1.397198869145314659e-01,1.399194649236306098e-01,1.391319954238800505e-01,1.133969468197837671e-01,1.402931564064986147e-01
1.080000000000000000e+02,1.000000000000000000e+00,1.490250000000001296e-01,1.409176464164983433e-01,1.411156987584221145e-01,1.405338054398945768e-01,1.143769647796673977e-01,1.416173918907971674e-01
1.090000000000000000e+02,1.000000000000000000e+00,1.522500000000000797e-01,1.421074178526609555e-01,1.423041629549327836e-01,1.419265502529836742e-01,1.153512179280223038e-01,1.429290753799838942e-01
1.100000000000000000e+02,1.000000000000000000e+00,1.530750000000001276e-01,1.432892544968152326e-01,1.434848981042532168e-01,1.433101653336486814e-01,1.163197401755045324e-01,1.442283258503157806e-01
1.110000000000000000e+02,1.000000000000000000e+00,1.530750000000001276e-01,1.444632092674649204e-01,1.446579452137444488e-01,1.446845904710870045e-01,1.172825652332956936e-01,1.455152611503127691e-01
1.120000000000000000e+02,1.000000000000000000e+00,1.530750000000001276e-01,1.456293347301911012e-01,1.458233456615942447e-01,1.460497696525684674e-01,1.182397266142763137e-01,1.467899980114472092e-01
1.130000000000000000e+02,1.000000000000000000e+00,1.554750000000000298e-01,1.467876831000058946e-01,1.469811411543306412e-01,1.474056509455491659e-01,1.191912576341923463e-01,1.480526520587320538e-01
1.140000000000000000e+02,1.000000000000000000e+00,1.595000000000000306e-01,1.479383062436904206e-01,1.481313736871080755e-01,1.487521863824668167e-01,1.201371914128147589e-01,1.493033378212084983e-01
1.150000000000000000e+02,1.000000000000000000e+00,1.611249999999999905e-01,1.490812556821172752e-01,1.492740855065924632e-01,1.500893318481619221e-01,1.210775608750923327e-01,1.505421687423344479e-01
1.160000000000000000e+02,1.000000000000000000e+00,1.611249999999999905e-01,1.502165825925574072e-01,1.504093190762830212e-01,1.514170469698706278e-01,1.220123987522976766e-01,1.517692571902743703e-01
1.170000000000000000e+02,1.000000000000000000e+00,1.611249999999999905e-01,1.513443378109716464e-01,1.515371170441180415e-01,1.527352950097358719e-01,1.229417375831665243e-01,1.529847144680916426e-01
1.180000000000000000e+02,1.000000000000000000e+00,1.611249999999999905e-01,1.524645718342870215e-01,1.526575222122219244e-01,1.540440427597849771e-01,1.238656097150302587e-01,1.541886508238443088e-01
1.190000000000000000e+02,1.000000000000000000e+00,1.611249999999999905e-01,1.535773348226577850e-01,1.537705775086591897e-01,1.553432604393220895e-01,1.247840473049418586e-01,1.553811754605851081e-01
1.200000000000000000e+02,1.000000000000000000e+00,1.611249999999999905e-01,1.546826766017114219e-01,1.548763259610699827e-01,1.566329215946856146e-01,1.256970823207951560e-01,1.565623965462667466e-01
1.210000000000000000e+02,1.000000000000000000e+00,1.619250000000000689e-01,1.557806466647796706e-01,1.559748106720690031e-01,1.579130030013215225e-01,1.266047465424375296e-01,1.577324212235532985e-01
1.220000000000000000e+02,1.000000000000000000e+00,1.627250000000000085e-01,1.568712941751146672e-01,1.570660747962973891e-01,1.591834845681239508e-01,1.275070715627761309e-01,1.588913556195385435e-01
1.230000000000000000e+02,1.000000000000000000e+00,1.643500000000001071e-01,1.579546679680902677e-01,1.581501615190239185e-01,1.604443492439961982e-01,1.284040887888774629e-01,1.600393048553722664e-01
1.240000000000000000e+02,1.000000000000000000e+00,1.691750000000000753e-01,1.590308165533887708e-01,1.592271140361983250e-01,1.616955829265856459e-01,1.292958294430605337e-01,1.611763730557952412e-01
1.250000000000000000e+02,1.000000000000000000e+00,1.691750000000000753e-01,1.600997881171730142e-01,1.602969755358654991e-01,1.629371743731471978e-01,1.301823245639837090e-01,1.623026633585838985e-01
1.260000000000000000e+02,1.000000000000000000e+00,1.691750000000000753e-01,1.611616305242439262e-01,1.613597891808551399e-01,1.641691151134905824e-01,1.310636050077249870e-01,1.634182779239053418e-01
1.270000000000000000e+02,1.000000000000000000e+00,1.691750000000000753e-01,1.622163913201837837e-01,1.624155980926668685e-01,1.653913993649680225e-01,1.319397014488560282e-01,1.645233179435839355e-01
1.280000000000000000e+02,1.000000000000000000e+00,1.651500000000000468e-01,1.632641177334851201e-01,1.634644453364752781e-01,1.666040239494595010e-01,1.328106443815098292e-01,1.656178836502797957e-01
1.290000000000000000e+02,1.000000000000000000e+00,1.667500000000000371e-01,1.643048566776655062e-01,1.645063739071848108e-01,1.678069882123135181e-01,1.336764641204421233e-01,1.667020743265804350e-01
1.300000000000000000e+02,1.000000000000000000e+00,1.691750000000000753e-01,1.653386547533680917e-01,1.655414267164681819e-01,1.690002939432022899e-01,1.345371908020865925e-01,1.677759883140061969e-01
1.310000000000000000e+02,1.000000000000000000e+00,1.691750000000000753e-01,1.663655582504482700e-01,1.665696465807264826e-01,1.701839452988511137e-01,1.353928543856037503e-01,1.688397230219302880e-01
1.320000000000000000e+02,1.000000000000000000e+00,1.691750000000000753e-01,1.673856131500463529e-01,1.675910762099126761e-01,1.713579487276022939e-01,1.362434846539237465e-01,1.698933749364143209e-01
1.330000000000000000e+02,1.000000000000000000e+00,1.699750000000001537e-01,1.683988651266464520e-01,1.686057581971642516e-01,1.725223128957751040e-01,1.370891112147830382e-01,1.709370396289601191e-01
1.340000000000000000e+02,1.000000000000000000e+00,1.716000000000001136e-01,1.694053595501216480e-01,1.696137350091937446e-01,1.736770486157834248e-01,1.379297635017548984e-01,1.719708117651784773e-01
1.350000000000000000e+02,1.000000000000000000e+00,1.756250000000001421e-01,1.704051414877654769e-01,1.706150489773892442e-01,1.748221687759743403e-01,1.387654707752739858e-01,1.729947851133758208e-01
1.360000000000000000e+02,1.000000000000000000e+00,1.764250000000000262e-01,1.713982557063098433e-01,1.716097422895801472e-01,1.759576882721507751e-01,1.395962621236547241e-01,1.740090525530594290e-01
1.370000000000000000e+02,1.000000000000000000e+00,1.772250000000001324e-01,1.723847466739295564e-01,1.725978569824257181e-01,1.770836239407427293e-01,1.404221664641038259e-01,1.750137060833621416e-01
1.380000000000000000e+02,1.000000000000000000e+00,1.772250000000001324e-01,1.733646585622334868e-01,1.735794349343872389e-01,1.781999944935919455e-01,1.412432125437267649e-01,1.760088368313871277e-01
1.390000000000000000e+02,1.000000000000000000e+00,1.772250000000001324e-01,1.743380352482423734e-01,1.745545178592465552e-01,1.793068204543155353e-01,1.420594289405283928e-01,1.769945350604734680e-01
1.400000000000000000e+02,1.000000000000000000e+00,1.812750000000001305e-01,1.753049203163535019e-01,1.755231473001364062e-01,1.804041240962151738e-01,1.428708440644076427e-01,1.779708901783836339e-01
1.410000000000000000e+02,1.000000000000000000e+00,1.820750000000000424e-01,1.762653570602922271e-01,1.764853646240499008e-01,1.814919293816987522e-01,1.436774861581464335e-01,1.789379907454131391e-01
1.420000000000000000e+02,1.000000000000000000e+00,1.836750000000000327e-01,1.772193884850505885e-01,1.774412110167985224e-01,1.825702619031819296e-01,1.444793832983926329e-01,1.798959244824234194e-01
1.430000000000000000e+02,1.000000000000000000e+00,1.853000000000001313e-01,1.781670573088128262e-01,1.783907274783902985e-01,1.836391488254383308e-01,1.452765633966373870e-01,1.808447782787985236e-01
1.440000000000000000e+02,1.000000000000000000e+00,1.853000000000001313e-01,1.791084059648682392e-01,1.793339548188010724e-01,1.846986188293669728e-01,1.460690542001865933e-01,1.817846382003264760e-01
1.450000000000000000e+02,1.000000000000000000e+00,1.853000000000001313e-01,1.800434766035111378e-01,1.802709336541137297e-01,1.857487020571466363e-01,1.468568832931266832e-01,1.827155894970058092e-01
1.460000000000000000e+02,1.000000000000000000e+00,1.853000000000001313e-01,1.809723110939282509e-01,1.812017044030019008e-01,1.867894300587473189e-01,1.476400780972847715e-01,1.836377166107782399e-01
1.470000000000000000e+02,1.000000000000000000e+00,1.853000000000001313e-01,1.818949510260733926e-01,1.821263072835360153e-01,1.878208357397695150e-01,1.484186658731831143e-01,1.845511031831879034e-01
1.480000000000000000e+02,1.000000000000000000e+00,1.853000000000001313e-01,1.828114377125297785e-01,1.830447823102906435e-01,1.888429533105828451e-01,1.491926737209879339e-01,1.854558320629680901e-01
1.490000000000000000e+02,1.000000000000000000e+00,1.844750000000000834e-01,1.837218121903598789e-01,1.839571692917343071e-01,1.898558182367355851e-01,1.499621285814527194e-01,1.863519853135560400e-01
1.500000000000000000e+02,1.000000000000000000e+00,1.853000000000001313e-01,1.846261152229428104e-01,1.848635078278829391e-01,1.908594671906081175e-01,1.507270572368559491e-01,1.872396442205365164e-01
1.510000000000000000e+02,1.000000000000000000e+00,1.853000000000001313e-01,1.855243873017997092e-01,1.857638373082000638e-01,1.918539380042827980e-01,1.514874863119332893e-01,1.881188892990148243e-01
1.520000000000000000e+02,1.000000000000000000e+00,1.853000000000001313e-01,1.864166686484067248e-01,1.866581969097279026e-01,1.928392696236042592e-01,1.522434422748042693e-01,1.889898003009198579e-01
1.530000000000000000e+02,1.000000000000000000e+00,1.853000000000001313e-01,1.873029992159959689e-01,1.875466255954341688e-01,1.938155020634039771e-01,1.529949514378936559e-01,1.898524562222381196e-01
1.540000000000000000e+02,1.000000000000000000e+00,1.853000000000001313e-01,1.881834186913445561e-01,1.884291621127604233e-01,1.947826763638639824e-01,1.537420399588472208e-01,1.907069353101789599e-01
